book_title,book_page_num,book_publish_month,book_publish_day,book_publisher,book_num_reviews,book_publish_year,book_lang,book_author,book_rating,book_isbn,book_genre
The Nightingale Question: Five Poets from Saxony,108,12,7,453,0,2004,1,528,0.0,0907562523,21
Thomas Cole (Famous Artists Series),84,1,1,454,0,2000,1,529,3.75,0823006484,14
Thomas Cole,144,1,10,151,0,2000,1,530,4.33,0810929155,19
The Life and Works of Thomas Cole,400,1,8,455,2,1997,1,531,3.67,1883789133,9
Along the Juniata: Thomas Cole and the Dissemination of American Landscape Imagery,143,1,4,456,0,2003,1,532,2.5,0295983116,6
The Origins of Rhetoric in Ancient Greece,208,1,4,430,0,1995,1,533,3.25,0801851181,7
Rhetoric and the Origins of Medieval Drama,281,1,1,422,0,1992,1,534,4.0,0801426553,15
Democracy and Punishment: Disciplinary Origins of the United States,224,1,9,457,0,1987,1,535,4.0,0299114007,23
"The Puritan Tradition in Revolutionary, Federalist, and Whig Political Theory: A Rhetoric of Origins",218,1,6,458,0,1998,1,536,0.0,0820438219,6
Political Philosophy and Rhetoric: A Study of the Origins of American Party Politics,237,12,4,49,0,1977,1,537,3.0,0521213231,13
Defining Reality: Definitions and the Politics of Meaning,232,5,5,425,2,2003,1,538,4.43,0809325012,22
Protagoras and Logos: A Study in Greek Philosophy and Rhetoric,251,1,12,424,0,2003,1,538,4.07,1570035210,23
The Beginnings of Rhetorical Theory in Classical Greece,240,11,7,172,0,1999,1,538,4.0,0300075901,14
Night  (The Night Trilogy #1),115,12,1,459,25861,2006,1,539,4.33,6412759,4
The Curious Incident of the Dog in the Night-Time,226,12,5,69,35881,2004,1,540,3.88,1400032717,2
The Night Gardener,372,8,8,460,361,2006,1,541,3.64,0316156507,16
"Friday Night Lights: A Town, a Team, And a Dream",357,12,8,461,24,2006,1,313,4.13,030681529X,19
West with the Night,294,1,1,8,2504,1983,1,542,4.19,0865471185,12
Twelfth Night,272,1,7,462,2548,2004,1,501,3.98,0743482778,3
Brokeback Mountain: Story to Screenplay,166,11,4,463,44,2006,1,543,4.12,0743298152,10
Brokeback Mountain,55,2,12,135,1781,2005,1,543,3.94,0743271327,9
Getting Things Done: The Art of Stress-Free Productivity,267,12,12,50,3903,2002,1,544,3.99,0142000280,9
Getting Things Done When You Are Not in Charge,176,12,8,395,12,2001,1,545,3.46,1576751724,21
"The Three Ways of Getting Things Done: Hierarchy, Heterarchy and Responsible Autonomy in Organizations",130,1,1,464,1,2007,1,546,4.22,0955008107,5
"Results That Matter: Improving Communities by Engaging Citizens, Measuring Performance, and Getting Things Done",242,1,11,394,0,2005,1,547,4.08,0787960586,21
Formas breves,144,1,6,465,34,2001,3,548,4.19,843392463X,18
El último lector,209,12,7,465,25,2009,3,548,4.15,8433968777,21
The Absent City,160,12,11,466,19,2000,1,548,3.76,0822325861,3
Money to Burn,209,1,8,467,12,2004,1,548,3.75,1862076650,4
Respiración artificial,218,1,3,465,80,2008,3,548,3.97,8433924710,8
"Peripheral (Post) Modernity: The Syncretist Aesthetics of Borges, Piglia, Kalokyris and Kyriakidis",303,2,11,152,0,2006,1,549,0.0,0820486396,12
Plata quemada,227,1,7,465,68,2005,3,548,3.75,8433924621,15
Feeding Frenzy: Attack Journalism and American Politics,202,1,1,468,2,2000,1,550,3.62,0965268780,1
No Excuses: Antonio Sabato Jr. Workout For Life,144,12,10,240,0,1999,1,551,3.4,078930354X,14
Aleppo Tales,269,1,7,469,2,2005,1,552,4.2,1592641261,4
On Heroes and Tombs,448,12,1,6,12,1988,1,553,4.28,0345349288,3
El túnel,159,1,7,470,61,2003,3,553,4.05,8432216429,4
The Tunnel,232,12,9,6,1,1991,1,553,4.05,0345373774,7
Antes Del Fin,192,1,1,471,9,2003,1,553,3.99,6412759,10
The Confessions (Works of Saint Augustine 1),416,1,12,472,24,2002,1,554,3.92,1565480848,1
The Confessions of St. Augustine,199,1,3,473,60,2005,1,554,3.92,0800787242,22
The City of God,905,12,9,180,16,2000,1,554,3.92,0679783199,3
The Enchiridion on Faith Hope and Love (Augustine Series 1),144,1,10,472,23,1999,1,554,4.05,1565481240,9
Augustine of Hippo: A Biography,576,12,11,83,97,2000,1,555,4.27,0520227573,13
Augustine Came to Kent,179,12,10,474,31,1996,1,556,3.65,1883937213,15
The Confessions,360,1,5,475,5,2004,1,554,3.92,6412759,17
The City of God against the Pagans,1278,12,9,49,17,1998,1,554,3.92,6412759,13
On Christian Teaching,194,12,9,55,22,1999,1,554,4.03,0192839284,13
On Christian Doctrine,191,11,1,476,68,1958,1,554,4.03,0024021504,12
The Confessions of Saint Augustine,13,1,5,477,3,2006,1,554,3.92,1596443588,7
"Confessions, Books 1-13",296,1,1,478,9,1993,1,554,3.78,0872201864,4
On Free Choice of the Will,129,1,11,479,43,1993,1,554,3.94,6412759,9
Saint Augustine,176,12,8,50,30,2005,1,124,3.54,0143035983,18
Augustine: A Very Short Introduction,144,7,6,162,33,2001,1,557,3.72,0192854526,21
Day by Day with Saint Augustine,320,1,2,480,1,2006,1,558,4.36,0814615198,12
Confessions,353,12,1,47,14,2006,1,554,3.92,6412759,16
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),540,1,5,472,3,2004,1,554,3.94,1565482018,10
Augustine: Ancient Thought Baptized,356,9,12,49,1,1996,1,559,4.0,0521589525,11
Kitchen Confidential: Adventures in the Culinary Underbelly,302,1,5,481,266,2001,1,560,4.08,0060934913,23
Confesiones de un chef,478,1,2,482,0,2003,3,560,4.08,8466308954,11
The Metamorphoses of Ovid,559,12,4,483,63,1995,1,561,4.05,0156001268,11
Metamorphoses,723,3,8,136,780,2004,1,561,4.05,014044789X,3
Love & Transformation: An Ovid Reader,192,12,6,484,2,1998,1,562,3.98,067358920X,20
Amores & Metamorphoses: Selections,195,1,1,426,0,1999,1,561,4.25,0865164312,23
Ovid’s Metamorphoses: Books 6-10,560,12,1,485,3,1978,1,561,4.32,0806114568,1
Latin Via Ovid: A First Course,524,1,9,486,8,1982,1,563,4.37,0814317324,19
The Art of Love,208,12,1,487,11,1960,1,561,3.83,0253200024,3
The Art of Love and Other Poems,400,1,1,304,5,1929,1,561,4.03,0674992555,5
The Erotic Poems,464,12,2,47,38,1983,1,561,4.11,6412759,6
The Poems of Exile: Tristia and the Black Sea Letters,451,12,1,83,16,2005,1,561,4.11,0520242602,5
"Metamorphoses: Volume 2, Books IX-XV",499,1,1,304,4,1985,1,561,4.53,0674990471,22
"Metamorphoses: Volume I, Books I-VIII",496,1,1,304,15,1977,1,561,4.42,0674990463,17
Practice! Practice!: A Latin Via Ovid Workbook (Revised Ed.),152,1,7,486,0,1995,1,563,4.08,0814326110,4
Tristia. Ex Ponto,560,1,1,304,0,1924,1,561,4.11,0674991672,3
Silent Screens: The Decline and Transformation of the American Movie Theater,128,3,7,430,0,2000,1,564,4.07,0801863295,15
Short Epics,184,12,7,304,1,2004,1,565,4.4,0674014839,4
Poetic Interplay: Catullus and Horace,171,12,7,127,1,2006,1,564,3.5,0691125376,9
The Virgilian Tradition: The First Fifteen Hundred Years,1128,11,3,172,1,2008,1,566,3.32,0300108222,8
Tibullus: A Commentary,222,12,11,485,1,1979,1,564,3.71,0806115602,20
The Poetry of the Aeneid: On the Institution of Authorship,238,1,1,422,0,1989,1,564,4.0,0801495180,9
In Spite of Innocence,399,12,5,488,4,1994,1,567,4.31,1555531970,17
The Future of Investment Management,64,1,1,489,0,1998,1,568,0.0,0935015302,1
"Singers, Heroes, and Gods in the Odyssey",264,5,10,422,2,2010,1,569,5.0,0801487269,22
Tragedy and Civilization: An Interpretation of Sophocles,528,12,3,485,0,1999,1,569,4.67,0806131365,23
Oedipus Tyrannus: Tragic Heroism and the Limits of Knowledge,208,12,12,162,2,2000,1,569,4.11,0195133218,19
Antigone,197,1,9,55,5,2007,1,521,3.65,0195143108,1
Poetry and Myth in Ancient Pastoral: Essays on Theocritus and Virgil,360,12,11,127,1,1981,1,569,4.33,0691013837,3
Lucretius on Death and Anxiety: Poetry and Philosophy in de Rerum Natura,291,6,9,127,0,1990,1,569,4.38,0691068267,11
"Aglaia: The Poetry of Alcman, Sappho, Pindar, Bacchylides, and Corinna",352,12,11,54,0,1997,1,569,4.75,0847686175,10
"Euripides and the Poetics of Sorrow: Art, Gender, and Commemoration in Alcestis, Hippolytus, and Hecuba",328,12,10,466,0,1993,1,569,4.33,082231360X,22
Conversations with Lincoln,448,12,4,490,1,2002,1,125,4.0,0765809338,17
Preventing Medication Errors and Improving Drug Therapy Outcomes: A Management Systems Approach,434,12,2,28,0,2003,1,570,3.5,084931576X,16
The AutoCAD 3D Book,318,1,5,491,0,1991,1,571,1.0,0940087677,14
Electronic Structure: Basic Theory and Practical Methods,650,4,8,49,1,2004,1,572,4.25,0521782856,2
Object-Oriented Programming in C++,640,12,8,237,0,1999,1,573,4.07,0130158852,5
Cameron Townsend: Good News in Every Language (Christian Heroes: Then & Now),221,5,12,492,44,2001,1,574,4.0,1576581640,13
Homeric Responses,100,4,12,201,0,2003,1,575,4.42,0292705549,12
The Best of the Achaeans: Concepts of the Hero in Archaic Greek Poetry,424,1,10,430,5,1998,1,575,4.17,0801860156,4
Homeric Questions,180,1,1,201,2,1996,1,575,4.23,0292755627,21
Antiquities,481,1,5,14,0,2001,1,575,4.0,1565843762,6
Greek Literature in the Classical Period: The Prose of Historiography and Oratory: Greek Literature,410,12,12,28,0,2001,1,575,5.0,0815336861,9
Greek Literature in the Roman Period and in Late Antiquity: Greek Literature,414,12,12,28,0,2001,1,575,5.0,0415937701,6
Greek Literature in the Byzantine Period: Greek Literature,468,12,12,28,0,2001,1,575,5.0,041593771X,17
"Preliterate Period (Greek Literature, Volume 1)",350,12,12,8,0,2001,1,575,5.0,0815336829,20
"Roman Period (Greek Literature, Volume 6)",350,12,12,8,0,2001,1,575,4.0,081533687X,9
Greek Dialects and the Transformation of an Indo-European Process,214,1,1,304,0,1970,1,575,5.0,0674362268,4
"Language, Sexuality, Narrative: The Oresteia",328,12,5,49,1,2004,1,520,3.33,0521604303,22
"Love, Sex & Tragedy: How the Ancient World Shapes Our Lives",345,1,11,351,16,2005,1,520,3.78,0226301192,8
Reading Greek Tragedy,302,5,8,49,3,1986,1,520,4.12,0521315794,3
Who Needs Greek? Contests in the Cultural History of Hellenism,334,4,4,49,1,2002,1,520,3.4,0521011760,13
Greek Rhetoric Before Aristotle,159,1,1,493,1,1993,1,576,3.5,0881337137,6
"History of the Progressive Party, 1912-1916",305,12,3,494,0,1978,1,577,0.0,0313200742,8
Correctional Case Management,250,1,1,28,0,1996,1,578,3.0,0870841645,4
Oral and Written Communication: Historical Approaches,264,1,6,397,0,1990,1,576,0.0,0803931077,22
Not One More Death,80,12,9,495,6,2006,1,579,3.8,184467116X,1
Strauss: Arabella (Eno 30),112,1,4,496,0,1985,1,580,3.0,0714540625,8
2012: The Return of Quetzalcoatl,408,4,5,497,218,2006,1,581,3.42,1585424838,16
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,336,12,8,498,167,2003,1,581,4.06,0767907434,1
Jeff Koons/Andy Warhol: Flowers,111,2,2,499,0,2003,1,582,4.25,1880154854,22
Open City (Issue #12),250,2,2,500,0,2001,1,583,3.0,1890447234,19
